"Step","breezy-galaxy-378 - test reward","breezy-galaxy-378 - test reward__MIN","breezy-galaxy-378 - test reward__MAX","colorful-armadillo-373 - test reward","colorful-armadillo-373 - test reward__MIN","colorful-armadillo-373 - test reward__MAX","helpful-wildflower-180 - test reward","helpful-wildflower-180 - test reward__MIN","helpful-wildflower-180 - test reward__MAX","silvery-fire-184 - test reward","silvery-fire-184 - test reward__MIN","silvery-fire-184 - test reward__MAX"
"608","","","","","","","18.023430068845947","18.023430068845947","18.023430068845947","16.534501643564816","16.534501643564816","16.534501643564816"
"651","","","","","","","21.054662652158882","21.054662652158882","21.054662652158882","16.554383851723617","16.554383851723617","16.554383851723617"
"689","59.193315275856854","59.193315275856854","59.193315275856854","146.45517832806507","146.45517832806507","146.45517832806507","","","","","",""
"694","","","","","","","19.41129682695278","19.41129682695278","19.41129682695278","33.43128247648401","33.43128247648401","33.43128247648401"
"737","","","","","","","18.813225184141054","18.813225184141054","18.813225184141054","20.008114501419364","20.008114501419364","20.008114501419364"
"780","","","","","","","54.28139409940619","54.28139409940619","54.28139409940619","24.75615720894198","24.75615720894198","24.75615720894198"
"823","","","","","","","175.862099354328","175.862099354328","175.862099354328","16.704685841048814","16.704685841048814","16.704685841048814"
"866","","","","","","","57.73104524195791","57.73104524195791","57.73104524195791","17.64701964915094","17.64701964915094","17.64701964915094"
"909","","","","","","","102.40368684491575","102.40368684491575","102.40368684491575","26.110663951329474","26.110663951329474","26.110663951329474"
"911","69.21272523074558","69.21272523074558","69.21272523074558","150.21351397606844","150.21351397606844","150.21351397606844","","","","","",""
"952","","","","","","","102.91508401523126","102.91508401523126","102.91508401523126","21.435794484212096","21.435794484212096","21.435794484212096"
"995","","","","","","","143.47285412392398","143.47285412392398","143.47285412392398","102.47504612012054","102.47504612012054","102.47504612012054"
"1038","","","","","","","110.25145189451503","110.25145189451503","110.25145189451503","69.37694782662376","69.37694782662376","69.37694782662376"
"1081","","","","","","","21.97469043686387","21.97469043686387","21.97469043686387","20.061307502151823","20.061307502151823","20.061307502151823"
"1124","","","","","","","105.59549058245992","105.59549058245992","105.59549058245992","18.345376931082374","18.345376931082374","18.345376931082374"
"1133","65.2045917932779","65.2045917932779","65.2045917932779","16.742946738975753","16.742946738975753","16.742946738975753","","","","","",""
"1167","","","","","","","107.48268019648155","107.48268019648155","107.48268019648155","14.4536940984384","14.4536940984384","14.4536940984384"
"1210","","","","","","","196.89803137508648","196.89803137508648","196.89803137508648","21.031367176652765","21.031367176652765","21.031367176652765"
"1253","","","","","","","108.59606859918594","108.59606859918594","108.59606859918594","17.57782819785717","17.57782819785717","17.57782819785717"
"1296","","","","","","","110.37247035075555","110.37247035075555","110.37247035075555","24.95227866153632","24.95227866153632","24.95227866153632"
"1339","","","","","","","103.98554853619919","103.98554853619919","103.98554853619919","108.38932349424286","108.38932349424286","108.38932349424286"
"1355","108.49944958059332","108.49944958059332","108.49944958059332","63.04505727669732","63.04505727669732","63.04505727669732","","","","","",""
"1382","","","","","","","149.67055267735103","149.67055267735103","149.67055267735103","18.018137643035026","18.018137643035026","18.018137643035026"
"1425","","","","","","","18.363299355353373","18.363299355353373","18.363299355353373","23.6284162427808","23.6284162427808","23.6284162427808"
"1468","","","","","","","63.82452157146211","63.82452157146211","63.82452157146211","19.40345040961771","19.40345040961771","19.40345040961771"
"1577","154.25366193425847","154.25366193425847","154.25366193425847","65.53929565154502","65.53929565154502","65.53929565154502","","","","","",""
"1799","105.36482644371006","105.36482644371006","105.36482644371006","107.26298958298995","107.26298958298995","107.26298958298995","","","","","",""
"2021","145.06411260630097","145.06411260630097","145.06411260630097","18.95666753354029","18.95666753354029","18.95666753354029","","","","","",""
"2243","149.30466369565556","149.30466369565556","149.30466369565556","60.25077247386564","60.25077247386564","60.25077247386564","","","","","",""
"2465","55.8062717725537","55.8062717725537","55.8062717725537","109.48561022002878","109.48561022002878","109.48561022002878","","","","","",""
"2687","112.65942199613346","112.65942199613346","112.65942199613346","18.9819725119134","18.9819725119134","18.9819725119134","","","","","",""
"2909","190.81695619619003","190.81695619619003","190.81695619619003","110.43976572443879","110.43976572443879","110.43976572443879","","","","","",""
"3131","152.20356898485198","152.20356898485198","152.20356898485198","146.95097918534194","146.95097918534194","146.95097918534194","","","","","",""
"3353","188.85093897894754","188.85093897894754","188.85093897894754","104.81983833074875","104.81983833074875","104.81983833074875","","","","","",""
"3575","62.53245918804356","62.53245918804356","62.53245918804356","152.44093036077237","152.44093036077237","152.44093036077237","","","","","",""
"3797","193.86151835031148","193.86151835031148","193.86151835031148","235.32851715746466","235.32851715746466","235.32851715746466","","","","","",""
"4019","105.56616528580578","105.56616528580578","105.56616528580578","105.21102612901427","105.21102612901427","105.21102612901427","","","","","",""
"4241","60.095808423042534","60.095808423042534","60.095808423042534","104.43277482283945","104.43277482283945","104.43277482283945","","","","","",""
"4463","149.57648314318644","149.57648314318644","149.57648314318644","113.35768879275406","113.35768879275406","113.35768879275406","","","","","",""
"4685","59.80448919140592","59.80448919140592","59.80448919140592","61.498863204759644","61.498863204759644","61.498863204759644","","","","","",""
"4907","17.961930521662133","17.961930521662133","17.961930521662133","19.448108858339697","19.448108858339697","19.448108858339697","","","","","",""
"5129","107.63978251931364","107.63978251931364","107.63978251931364","20.126314597556807","20.126314597556807","20.126314597556807","","","","","",""
"5351","20.66541728759895","20.66541728759895","20.66541728759895","149.22311761553527","149.22311761553527","149.22311761553527","","","","","",""
"5573","66.66266254375968","66.66266254375968","66.66266254375968","141.5745066924607","141.5745066924607","141.5745066924607","","","","","",""
"5795","105.60103126761555","105.60103126761555","105.60103126761555","107.23082016869174","107.23082016869174","107.23082016869174","","","","","",""
"6017","21.14609994040125","21.14609994040125","21.14609994040125","20.102149257960203","20.102149257960203","20.102149257960203","","","","","",""
"6239","107.37445474701755","107.37445474701755","107.37445474701755","106.31278914769348","106.31278914769348","106.31278914769348","","","","","",""
"6461","154.07683690834435","154.07683690834435","154.07683690834435","21.2704541390757","21.2704541390757","21.2704541390757","","","","","",""
