"epoch","Schedule: true - _step","Schedule: true - _step__MIN","Schedule: true - _step__MAX","Schedule: true - test reward","Schedule: true - test reward__MIN","Schedule: true - test reward__MAX","Schedule: false - _step","Schedule: false - _step__MIN","Schedule: false - _step__MAX","Schedule: false - test reward","Schedule: false - test reward__MIN","Schedule: false - test reward__MAX","Schedule: adaptive - _step","Schedule: adaptive - _step__MIN","Schedule: adaptive - _step__MAX","Schedule: adaptive - test reward","Schedule: adaptive - test reward__MIN","Schedule: adaptive - test reward__MAX"
"170","2278.5","720","3837","138.61774649835039","102.16124173565144","155.73513825753741","1844.8181818181818","719","3797","126.88954058647437","15.533835621950402","235.98668536308463","291","291","291","178.2665719573569","105.88164962716994","337.2534288244271"
"180","2410.5","762","4059","156.30887401929033","96.82203554851174","237.98811133737362","1952.6363636363637","761","4019","144.7461872405912","21.491286983454877","237.25433342174992","308","308","308","144.95967346036048","74.42751511357912","206.6755313088816"
"190","2542.5","804","4281","62.58355073759891","17.26322188733861","150.71018415811835","2060.4545454545455","803","4241","115.63957389076845","16.368113983800786","231.6636328953676","325","325","325","119.50147570510022","45.3090948249622","269.343715932199"
"200","2695","846","4543","139.04911453669163","106.50854823837946","189.0945135020655","2168.2727272727275","845","4463","159.8009569196919","58.6209949508297","327.8869575824306","342","342","342","121.11732881679308","17.709650583741798","240.1130048422396"
"210","2827","888","4765","137.1483476831268","17.759502072004715","237.35057435248436","2276.090909090909","887","4685","182.36777589911568","58.798291751955944","364.84614471108483","359","359","359","161.91222932725051","77.13104480181853","300.3975213682376"
"220","2959","930","4987","179.90475487472182","103.51254210070775","281.43043647757406","2383.909090909091","929","4907","145.8175722250792","18.048907905169266","360.04456030431163","376","376","376","87.588232162297","18.42303011706626","173.570376686161"
"230","3091.5","974","5209","211.05400575654022","188.05285753792936","274.5833171849023","2228","971","5129","152.8432209113285","59.49261697698855","236.41451891775858","393","393","393","80.80164673706402","13.236173544316907","139.0748818703024"
"240","3223.5","1016","5431","147.97610706476792","61.435495308405976","227.63294509623242","2324.4","1013","5351","127.78233214435511","57.44664893915471","238.96426797800132","410","410","410","152.85952593810285","17.243848865743086","338.2576922866036"
"250","3356","1058","5653","137.4065277149548","62.45503737007412","193.89222419869463","2420.8","1055","5573","127.19882755117314","21.299751542650426","235.04243048492967","427","427","427","166.9405905675479","77.84945502989352","239.0297253326136"
"260","3488","1100","5875","180.21991081094416","147.29679256766744","234.78107124145544","2517.2","1097","5795","135.95257657739464","60.311142128350525","198.57519931868416","444","444","444","146.32779149334158","14.435819255002897","269.9749683072318"
"270","3620","1142","6097","158.0371463465471","18.740687956245658","278.3959540033519","2613.6","1139","6017","165.98614297201507","104.3029872017122","280.9734162783741","461","461","461","110.69763256920339","16.73607257344392","240.94890983932638"
"280","3752.5","1184","6319","94.60386289274496","62.63544885129835","143.20775966749403","2710","1181","6239","154.77975315952557","99.31899624805277","231.72690594181412","478","478","478","189.72136122184244","135.54877969161913","244.10823686469067"
"290","4769.333333333333","1226","6541","166.03670495405967","116.74559439050265","190.92354933894597","2806.4","1223","6461","165.59563726422658","17.949711668271142","237.38946195484885","495","495","495","104.82780392464703","18.97135257990196","166.90959223246597"
"300","1270","1270","1270","63.60173757409136","63.60173757409136","63.60173757409136","1282.7142857142858","1265","1296","166.1203333833174","97.2585582145053","269.5772096872785","","","","","",""
"310","1312","1312","1312","103.95733903876919","103.95733903876919","103.95733903876919","1325.2857142857142","1307","1339","160.81587844944787","60.80962096970861","235.62706681146892","","","","","",""
"320","1354","1354","1354","190.443524592625","190.443524592625","190.443524592625","1367.857142857143","1349","1382","185.4235111937957","64.55381674216612","318.7438221053752","","","","","",""
"330","1396","1396","1396","20.00404778713091","20.00404778713091","20.00404778713091","1410.4285714285713","1391","1425","118.47221077307904","64.57160825971677","149.65235617340278","","","","","",""
"340","1438","1438","1438","101.20280911268253","101.20280911268253","101.20280911268253","1453","1433","1468","154.13979930498766","18.857855344348202","235.35757521247655","","","","","",""
"350","1480","1480","1480","110.2241712510612","110.2241712510612","110.2241712510612","1475","1475","1475","207.9455045837095","150.05422545947397","275.1773926992943","","","","","",""
"360","1522","1522","1522","141.7265496370109","141.7265496370109","141.7265496370109","1517","1517","1517","102.29605330807742","60.87488517787614","148.22895740732073","","","","","",""
"370","1564","1564","1564","106.01807611476868","106.01807611476868","106.01807611476868","1559","1559","1559","150.7444297319838","106.02891587318508","190.3877265512477","","","","","",""
"380","1606","1606","1606","105.89908549357236","105.89908549357236","105.89908549357236","1601","1601","1601","172.69054516641688","60.36336157848094","272.4049278083892","","","","","",""
"390","1648","1648","1648","66.12253411938644","66.12253411938644","66.12253411938644","1643","1643","1643","190.34302672676446","145.26685188563414","235.33226231898112","","","","","",""
"400","","","","","","","1685","1685","1685","161.99275150100084","106.94078134345025","232.24467993703132","","","","","",""
"410","","","","","","","1727","1727","1727","174.99539779340864","101.36540644822225","273.72687509633136","","","","","",""
"420","","","","","","","1769","1769","1769","205.42107472770587","103.78033623303705","278.11546551509764","","","","","",""
"430","","","","","","","1811","1811","1811","163.4536957969838","108.24902708169702","229.62066550272112","","","","","",""
"440","","","","","","","1853","1853","1853","162.08354764972262","18.59841195242126","276.4165317401991","","","","","",""
"450","","","","","","","1895","1895","1895","277.0181446849147","190.33004895018695","405.1795359955526","","","","","",""
"460","","","","","","","1937","1937","1937","146.3454895061495","100.79657169838019","235.28417518778488","","","","","",""
"470","","","","","","","1979","1979","1979","148.89046426354363","62.35573351540355","235.24831369338767","","","","","",""
"480","","","","","","","2021","2021","2021","146.40954298320716","103.95171533855168","190.42535610274166","","","","","",""
"490","","","","","","","2063","2063","2063","135.38793768521484","63.66319199006357","273.6092310434737","","","","","",""
