"epoch","Schedule: adaptive - _step","Schedule: adaptive - _step__MIN","Schedule: adaptive - _step__MAX","Schedule: adaptive - test reward","Schedule: adaptive - test reward__MIN","Schedule: adaptive - test reward__MAX","Schedule: fixed - _step","Schedule: fixed - _step__MIN","Schedule: fixed - _step__MAX","Schedule: fixed - test reward","Schedule: fixed - test reward__MIN","Schedule: fixed - test reward__MAX","Schedule: interval - _step","Schedule: interval - _step__MIN","Schedule: interval - _step__MAX","Schedule: interval - test reward","Schedule: interval - test reward__MIN","Schedule: interval - test reward__MAX","Schedule: false - _step","Schedule: false - _step__MIN","Schedule: false - _step__MAX","Schedule: false - test reward","Schedule: false - test reward__MIN","Schedule: false - test reward__MAX","Schedule: true - _step","Schedule: true - _step__MIN","Schedule: true - _step__MAX","Schedule: true - test reward","Schedule: true - test reward__MIN","Schedule: true - test reward__MAX"
"780","383827","329317","438337","468.02382707657927","444.89450109983176","491.1531530533268","8954","7837","10071","223.2154725280689","49.51292635455017","396.9180187015876","","","","","","","74444","50557","98331","212.4307872484593","70.22284839804841","354.63872609887017","","","","","",""
"790","333533","333533","333533","417.39456098975955","417.39456098975955","417.39456098975955","9265","8148","10382","244.28962987136956","45.38488759331868","443.1943721494204","","","","","","","76405","52068","100742","197.86396745658053","67.13177401955004","328.596160893611","","","","","",""
"800","337752","337752","337752","270.54223287176336","270.54223287176336","270.54223287176336","8462","8462","8462","321.7684231336082","321.7684231336082","321.7684231336082","","","","","","","103153","103153","103153","66.59113729227523","66.59113729227523","66.59113729227523","","","","","",""
"810","341968","341968","341968","355.3286557070487","355.3286557070487","355.3286557070487","8773","8773","8773","377.7352242287639","377.7352242287639","377.7352242287639","","","","","","","105564","105564","105564","72.90139319039704","72.90139319039704","72.90139319039704","","","","","",""
"820","346184","346184","346184","421.4583298615049","421.4583298615049","421.4583298615049","9084","9084","9084","285.09009865021585","285.09009865021585","285.09009865021585","","","","","","","107975","107975","107975","56.199493971988694","56.199493971988694","56.199493971988694","","","","","",""
"830","350400","350400","350400","136.2271897831387","136.2271897831387","136.2271897831387","9395","9395","9395","241.31896994927126","241.31896994927126","241.31896994927126","","","","","","","110386","110386","110386","96.5985615123372","96.5985615123372","96.5985615123372","","","","","",""
"840","354616","354616","354616","400.0937176106538","400.0937176106538","400.0937176106538","9706","9706","9706","370.26702391080744","370.26702391080744","370.26702391080744","","","","","","","112797","112797","112797","79.84892212034691","79.84892212034691","79.84892212034691","","","","","",""
"850","358835","358835","358835","244.17289815154783","244.17289815154783","244.17289815154783","10020","10020","10020","211.17002121068586","211.17002121068586","211.17002121068586","","","","","","","115224","115224","115224","73.97643383252935","73.97643383252935","73.97643383252935","","","","","",""
"860","363051","363051","363051","424.4182334240415","424.4182334240415","424.4182334240415","10331","10331","10331","194.56029296475668","194.56029296475668","194.56029296475668","","","","","","","117785","117785","117785","72.62119814720458","72.62119814720458","72.62119814720458","","","","","",""
"870","367267","367267","367267","360.0902006474211","360.0902006474211","360.0902006474211","10642","10642","10642","228.14043979739714","228.14043979739714","228.14043979739714","","","","","","","120346","120346","120346","66.73516433372927","66.73516433372927","66.73516433372927","","","","","",""
"880","371483","371483","371483","418.25751803977454","418.25751803977454","418.25751803977454","10953","10953","10953","187.51549236658872","187.51549236658872","187.51549236658872","","","","","","","122907","122907","122907","70.53437673146888","70.53437673146888","70.53437673146888","","","","","",""
"890","375699","375699","375699","313.1880479153094","313.1880479153094","313.1880479153094","11264","11264","11264","396.5270606141809","396.5270606141809","396.5270606141809","","","","","","","125468","125468","125468","89.76246145661908","89.76246145661908","89.76246145661908","","","","","",""
"900","379918","379918","379918","313.57607859512035","313.57607859512035","313.57607859512035","11578","11578","11578","279.3660155130222","279.3660155130222","279.3660155130222","","","","","","","","","","","","","","","","","",""
"910","384134","384134","384134","420.0988503962378","420.0988503962378","420.0988503962378","11889","11889","11889","364.8981070284985","364.8981070284985","364.8981070284985","","","","","","","","","","","","","","","","","",""
"920","388350","388350","388350","359.2362364827492","359.2362364827492","359.2362364827492","12200","12200","12200","264.7368693310703","264.7368693310703","264.7368693310703","","","","","","","","","","","","","","","","","",""
"930","392566","392566","392566","353.3745665957567","353.3745665957567","353.3745665957567","12511","12511","12511","253.20074389228932","253.20074389228932","253.20074389228932","","","","","","","","","","","","","","","","","",""
"940","396782","396782","396782","377.7522446778109","377.7522446778109","377.7522446778109","12822","12822","12822","426.20334170329625","426.20334170329625","426.20334170329625","","","","","","","","","","","","","","","","","",""
"950","401001","401001","401001","336.1984193540553","336.1984193540553","336.1984193540553","13136","13136","13136","282.39851208898847","282.39851208898847","282.39851208898847","","","","","","","","","","","","","","","","","",""
"960","405217","405217","405217","375.92754081620785","375.92754081620785","375.92754081620785","13447","13447","13447","346.9876082966902","346.9876082966902","346.9876082966902","","","","","","","","","","","","","","","","","",""
"970","409433","409433","409433","380.1053135806579","380.1053135806579","380.1053135806579","13758","13758","13758","415.1063574411876","415.1063574411876","415.1063574411876","","","","","","","","","","","","","","","","","",""
"980","413649","413649","413649","357.9958623081649","357.9958623081649","357.9958623081649","14069","14069","14069","198.64070782065457","198.64070782065457","198.64070782065457","","","","","","","","","","","","","","","","","",""
"990","417865","417865","417865","245.91468984494884","245.91468984494884","245.91468984494884","","","","","","","","","","","","","","","","","","","","","","","",""
"1000","422084","422084","422084","401.298094455462","401.298094455462","401.298094455462","","","","","","","","","","","","","","","","","","","","","","","",""
"1010","426300","426300","426300","398.2485564223145","398.2485564223145","398.2485564223145","","","","","","","","","","","","","","","","","","","","","","","",""
"1020","430516","430516","430516","312.18976987563747","312.18976987563747","312.18976987563747","","","","","","","","","","","","","","","","","","","","","","","",""
"1030","434732","434732","434732","354.03743578018333","354.03743578018333","354.03743578018333","","","","","","","","","","","","","","","","","","","","","","","",""
"1040","438948","438948","438948","402.59896754430423","402.59896754430423","402.59896754430423","","","","","","","","","","","","","","","","","","","","","","","",""
"1050","443167","443167","443167","269.13480110231103","269.13480110231103","269.13480110231103","","","","","","","","","","","","","","","","","","","","","","","",""
"1060","447383","447383","447383","270.36083262692614","270.36083262692614","270.36083262692614","","","","","","","","","","","","","","","","","","","","","","","",""
"1070","451599","451599","451599","334.4278115104553","334.4278115104553","334.4278115104553","","","","","","","","","","","","","","","","","","","","","","","",""
"1080","455815","455815","455815","400.8214306016215","400.8214306016215","400.8214306016215","","","","","","","","","","","","","","","","","","","","","","","",""
"1090","460031","460031","460031","309.55805613918795","309.55805613918795","309.55805613918795","","","","","","","","","","","","","","","","","","","","","","","",""
"1100","464250","464250","464250","310.7008875668635","310.7008875668635","310.7008875668635","","","","","","","","","","","","","","","","","","","","","","","",""
"1110","468466","468466","468466","246.9660343428811","246.9660343428811","246.9660343428811","","","","","","","","","","","","","","","","","","","","","","","",""
"1120","472682","472682","472682","224.9402671900137","224.9402671900137","224.9402671900137","","","","","","","","","","","","","","","","","","","","","","","",""
"1130","476898","476898","476898","352.87709598188405","352.87709598188405","352.87709598188405","","","","","","","","","","","","","","","","","","","","","","","",""
"1140","481114","481114","481114","268.6486619869532","268.6486619869532","268.6486619869532","","","","","","","","","","","","","","","","","","","","","","","",""
"1150","485333","485333","485333","314.27734062350993","314.27734062350993","314.27734062350993","","","","","","","","","","","","","","","","","","","","","","","",""
"1160","489549","489549","489549","440.50809764165183","440.50809764165183","440.50809764165183","","","","","","","","","","","","","","","","","","","","","","","",""
"1170","493765","493765","493765","422.5167102122278","422.5167102122278","422.5167102122278","","","","","","","","","","","","","","","","","","","","","","","",""
"1180","497981","497981","497981","402.98381648413795","402.98381648413795","402.98381648413795","","","","","","","","","","","","","","","","","","","","","","","",""
"1190","502197","502197","502197","266.7862025177756","266.7862025177756","266.7862025177756","","","","","","","","","","","","","","","","","","","","","","","",""
"1200","506416","506416","506416","419.3900275248421","419.3900275248421","419.3900275248421","","","","","","","","","","","","","","","","","","","","","","","",""
"1210","510632","510632","510632","395.98552858077915","395.98552858077915","395.98552858077915","","","","","","","","","","","","","","","","","","","","","","","",""
"1220","514848","514848","514848","291.387667027402","291.387667027402","291.387667027402","","","","","","","","","","","","","","","","","","","","","","","",""
"1230","519064","519064","519064","379.32262194888256","379.32262194888256","379.32262194888256","","","","","","","","","","","","","","","","","","","","","","","",""
"1240","523280","523280","523280","292.70722747454454","292.70722747454454","292.70722747454454","","","","","","","","","","","","","","","","","","","","","","","",""
"1250","527499","527499","527499","180.20821165541082","180.20821165541082","180.20821165541082","","","","","","","","","","","","","","","","","","","","","","","",""
"1260","531715","531715","531715","374.37928159276674","374.37928159276674","374.37928159276674","","","","","","","","","","","","","","","","","","","","","","","",""
"1270","535931","535931","535931","312.4269180023169","312.4269180023169","312.4269180023169","","","","","","","","","","","","","","","","","","","","","","","",""
"1280","540147","540147","540147","294.07056516152613","294.07056516152613","294.07056516152613","","","","","","","","","","","","","","","","","","","","","","","",""
"1290","544363","544363","544363","272.6347737083969","272.6347737083969","272.6347737083969","","","","","","","","","","","","","","","","","","","","","","","",""
"1300","548582","548582","548582","399.42924415704596","399.42924415704596","399.42924415704596","","","","","","","","","","","","","","","","","","","","","","","",""
"1310","552798","552798","552798","398.5100037283952","398.5100037283952","398.5100037283952","","","","","","","","","","","","","","","","","","","","","","","",""
"1320","557014","557014","557014","336.1759841292248","336.1759841292248","336.1759841292248","","","","","","","","","","","","","","","","","","","","","","","",""
"1330","561230","561230","561230","424.087195329742","424.087195329742","424.087195329742","","","","","","","","","","","","","","","","","","","","","","","",""
"1340","565446","565446","565446","336.8386599590305","336.8386599590305","336.8386599590305","","","","","","","","","","","","","","","","","","","","","","","",""
"1350","569665","569665","569665","335.53588773352305","335.53588773352305","335.53588773352305","","","","","","","","","","","","","","","","","","","","","","","",""
"1360","573881","573881","573881","249.5106236481411","249.5106236481411","249.5106236481411","","","","","","","","","","","","","","","","","","","","","","","",""
"1370","578097","578097","578097","225.3776425146198","225.3776425146198","225.3776425146198","","","","","","","","","","","","","","","","","","","","","","","",""
"1380","582313","582313","582313","289.6839146872859","289.6839146872859","289.6839146872859","","","","","","","","","","","","","","","","","","","","","","","",""
"1390","586529","586529","586529","374.9649452597683","374.9649452597683","374.9649452597683","","","","","","","","","","","","","","","","","","","","","","","",""
"1400","590748","590748","590748","374.1014068534001","374.1014068534001","374.1014068534001","","","","","","","","","","","","","","","","","","","","","","","",""
"1410","594964","594964","594964","309.3887463676692","309.3887463676692","309.3887463676692","","","","","","","","","","","","","","","","","","","","","","","",""
"1420","599180","599180","599180","402.07286280882454","402.07286280882454","402.07286280882454","","","","","","","","","","","","","","","","","","","","","","","",""
"1430","603396","603396","603396","378.66383893122656","378.66383893122656","378.66383893122656","","","","","","","","","","","","","","","","","","","","","","","",""
"1440","607612","607612","607612","290.39511493949516","290.39511493949516","290.39511493949516","","","","","","","","","","","","","","","","","","","","","","","",""
"1450","611831","611831","611831","357.00480943921895","357.00480943921895","357.00480943921895","","","","","","","","","","","","","","","","","","","","","","","",""
"1460","616047","616047","616047","312.32157821458026","312.32157821458026","312.32157821458026","","","","","","","","","","","","","","","","","","","","","","","",""
"1470","620263","620263","620263","467.9897278099219","467.9897278099219","467.9897278099219","","","","","","","","","","","","","","","","","","","","","","","",""
"1480","624479","624479","624479","419.9002662868421","419.9002662868421","419.9002662868421","","","","","","","","","","","","","","","","","","","","","","","",""
"1490","628695","628695","628695","313.0186721473613","313.0186721473613","313.0186721473613","","","","","","","","","","","","","","","","","","","","","","","",""
"1500","632914","632914","632914","269.22469209688467","269.22469209688467","269.22469209688467","","","","","","","","","","","","","","","","","","","","","","","",""
"1510","637130","637130","637130","315.0134948940415","315.0134948940415","315.0134948940415","","","","","","","","","","","","","","","","","","","","","","","",""
"1520","641346","641346","641346","248.39563722186705","248.39563722186705","248.39563722186705","","","","","","","","","","","","","","","","","","","","","","","",""
"1530","645562","645562","645562","397.12886819638425","397.12886819638425","397.12886819638425","","","","","","","","","","","","","","","","","","","","","","","",""
"1540","649778","649778","649778","355.8157726893524","355.8157726893524","355.8157726893524","","","","","","","","","","","","","","","","","","","","","","","",""
"1550","653997","653997","653997","294.0527455708305","294.0527455708305","294.0527455708305","","","","","","","","","","","","","","","","","","","","","","","",""
"1560","658213","658213","658213","289.1723970078531","289.1723970078531","289.1723970078531","","","","","","","","","","","","","","","","","","","","","","","",""
"1570","662429","662429","662429","242.87212300591028","242.87212300591028","242.87212300591028","","","","","","","","","","","","","","","","","","","","","","","",""
"1580","666645","666645","666645","354.6048866857127","354.6048866857127","354.6048866857127","","","","","","","","","","","","","","","","","","","","","","","",""
"1590","670861","670861","670861","415.1436827995529","415.1436827995529","415.1436827995529","","","","","","","","","","","","","","","","","","","","","","","",""
"1600","675080","675080","675080","375.4588841362584","375.4588841362584","375.4588841362584","","","","","","","","","","","","","","","","","","","","","","","",""
"1610","679296","679296","679296","335.85350356778355","335.85350356778355","335.85350356778355","","","","","","","","","","","","","","","","","","","","","","","",""
"1620","683512","683512","683512","351.7555562192104","351.7555562192104","351.7555562192104","","","","","","","","","","","","","","","","","","","","","","","",""
"1630","687728","687728","687728","381.3336235799805","381.3336235799805","381.3336235799805","","","","","","","","","","","","","","","","","","","","","","","",""
"1640","691944","691944","691944","334.11420817936045","334.11420817936045","334.11420817936045","","","","","","","","","","","","","","","","","","","","","","","",""
"1650","696163","696163","696163","464.35021693262297","464.35021693262297","464.35021693262297","","","","","","","","","","","","","","","","","","","","","","","",""
"1660","700379","700379","700379","288.0544802839222","288.0544802839222","288.0544802839222","","","","","","","","","","","","","","","","","","","","","","","",""
"1670","704595","704595","704595","287.4440875245797","287.4440875245797","287.4440875245797","","","","","","","","","","","","","","","","","","","","","","","",""
"1680","708811","708811","708811","245.27574378742884","245.27574378742884","245.27574378742884","","","","","","","","","","","","","","","","","","","","","","","",""
"1690","713027","713027","713027","351.27578534739763","351.27578534739763","351.27578534739763","","","","","","","","","","","","","","","","","","","","","","","",""
"1700","717246","717246","717246","333.2120195814596","333.2120195814596","333.2120195814596","","","","","","","","","","","","","","","","","","","","","","","",""
"1710","721462","721462","721462","376.5005047836559","376.5005047836559","376.5005047836559","","","","","","","","","","","","","","","","","","","","","","","",""
"1720","725678","725678","725678","397.56819412396976","397.56819412396976","397.56819412396976","","","","","","","","","","","","","","","","","","","","","","","",""
"1730","729894","729894","729894","267.068196426424","267.068196426424","267.068196426424","","","","","","","","","","","","","","","","","","","","","","","",""
